,Air Power,Cadence,Form Power,Ground Time,Leg Spring Stiffness,Power,Vertical Oscillation
16203,1.0,81.0,99.0,318.0,13.0,337.0,6.125
16204,1.0,81.0,99.0,318.0,13.0,336.0,6.125
16205,0.0,81.0,99.0,318.0,13.125,335.0,6.25
16206,0.0,80.0,99.0,320.0,12.875,333.0,6.25
16207,0.0,80.0,99.0,318.0,13.0,334.0,6.25
16208,0.0,81.0,99.0,318.0,13.125,335.0,6.25
16209,1.0,81.0,99.0,316.0,13.125,337.0,6.25
16210,0.0,81.0,99.0,316.0,13.0,337.0,6.25
16211,0.0,81.0,99.0,316.0,13.0,336.0,6.125
16212,0.0,81.0,99.0,318.0,13.0,336.0,6.125
16213,0.0,81.0,99.0,318.0,12.875,337.0,6.125
16214,0.0,81.0,99.0,318.0,12.875,337.0,6.125
16215,0.0,80.0,99.0,324.0,12.625,336.0,6.125
16216,0.0,80.0,99.0,324.0,12.625,334.0,6.125
16217,0.0,80.0,99.0,326.0,12.625,331.0,6.125
16218,0.0,80.0,98.0,328.0,12.625,328.0,6.125
16219,0.0,80.0,98.0,326.0,12.875,328.0,6.125
16220,0.0,80.0,98.0,326.0,12.875,329.0,6.125
16221,1.0,80.0,98.0,324.0,13.0,330.0,6.125
16222,1.0,80.0,98.0,322.0,13.0,332.0,6.125
16223,1.0,81.0,98.0,322.0,13.0,334.0,6.125
16224,1.0,81.0,98.0,322.0,13.0,337.0,6.0
16225,0.0,81.0,98.0,320.0,12.875,339.0,6.0
16226,1.0,81.0,98.0,318.0,12.75,342.0,6.25
16227,1.0,81.0,98.0,316.0,12.75,342.0,6.25
16228,0.0,82.0,98.0,312.0,13.0,345.0,6.25
16229,0.0,82.0,98.0,312.0,13.0,345.0,6.25
16230,0.0,82.0,100.0,312.0,13.125,348.0,6.375
16231,0.0,81.0,100.0,310.0,13.125,349.0,6.5
16232,0.0,81.0,100.0,308.0,13.125,349.0,6.5
16233,0.0,81.0,102.0,310.0,13.0,346.0,6.5
16234,0.0,81.0,101.0,314.0,13.0,342.0,6.375
16235,0.0,81.0,102.0,316.0,12.875,339.0,6.375
16236,0.0,80.0,101.0,318.0,12.875,333.0,6.25
16237,0.0,80.0,101.0,322.0,12.875,333.0,6.25
16238,0.0,80.0,101.0,326.0,12.875,323.0,6.25
16239,0.0,80.0,101.0,328.0,12.875,323.0,6.25
16240,0.0,80.0,101.0,328.0,12.875,320.0,6.25
16241,0.0,80.0,100.0,328.0,12.875,316.0,6.125
16242,0.0,80.0,99.0,334.0,12.875,310.0,6.0
16243,0.0,80.0,99.0,336.0,12.875,308.0,6.0
16244,1.0,80.0,98.0,338.0,12.625,310.0,6.0
16245,1.0,80.0,97.0,336.0,12.375,311.0,6.0
16246,1.0,80.0,97.0,336.0,12.5,311.0,6.0
16247,1.0,80.0,97.0,334.0,12.375,312.0,6.0
16248,0.0,80.0,96.0,334.0,12.375,311.0,6.0
16249,0.0,80.0,97.0,334.0,12.375,316.0,6.125
16250,0.0,80.0,97.0,332.0,12.375,316.0,6.125
16251,0.0,80.0,97.0,332.0,12.375,316.0,6.125
16252,0.0,80.0,97.0,332.0,12.375,318.0,5.875
16253,0.0,80.0,97.0,332.0,12.25,321.0,5.875
16254,0.0,80.0,97.0,332.0,12.25,323.0,6.0
16255,0.0,80.0,97.0,330.0,12.25,323.0,6.0
16256,0.0,80.0,97.0,326.0,12.375,325.0,6.125
16257,0.0,80.0,97.0,326.0,12.375,327.0,6.25
16258,1.0,80.0,97.0,322.0,12.375,329.0,6.5
16259,1.0,80.0,98.0,320.0,12.5,321.0,6.5
16260,0.0,80.0,98.0,318.0,12.5,321.0,6.5
16261,0.0,80.0,99.0,314.0,12.625,323.0,6.75
16262,0.0,79.0,102.0,310.0,12.625,325.0,7.0
16263,0.0,79.0,102.0,310.0,12.625,322.0,7.0
16264,0.0,79.0,102.0,310.0,12.625,320.0,7.125
16265,0.0,79.0,104.0,310.0,12.625,315.0,7.25
16266,0.0,79.0,105.0,312.0,12.625,311.0,7.25
16267,0.0,79.0,107.0,312.0,12.625,303.0,7.125
16268,0.0,78.0,107.0,316.0,12.5,299.0,7.0
16269,0.0,78.0,107.0,316.0,12.5,296.0,7.0
16270,0.0,79.0,107.0,316.0,12.375,298.0,7.0
16271,0.0,78.0,107.0,316.0,12.25,297.0,7.0
16272,0.0,78.0,106.0,314.0,12.25,298.0,7.0
16273,0.0,78.0,106.0,312.0,12.25,296.0,7.25
16274,0.0,78.0,106.0,312.0,12.25,296.0,7.25
16275,0.0,78.0,106.0,312.0,12.25,294.0,7.25
16276,0.0,78.0,107.0,310.0,12.25,294.0,7.375
16277,0.0,78.0,107.0,310.0,12.25,298.0,7.375
16278,0.0,78.0,107.0,310.0,12.375,302.0,7.375
16279,0.0,78.0,107.0,308.0,12.375,302.0,7.375
16280,1.0,78.0,108.0,308.0,12.125,309.0,7.25
16281,1.0,78.0,108.0,308.0,11.875,311.0,7.25
16282,1.0,78.0,108.0,308.0,11.875,311.0,7.25
16283,1.0,78.0,109.0,306.0,11.875,315.0,7.375
16284,1.0,78.0,109.0,308.0,11.875,313.0,7.375
16285,1.0,78.0,109.0,310.0,11.75,310.0,7.375
16286,1.0,78.0,109.0,310.0,11.75,310.0,7.375
16287,1.0,78.0,109.0,308.0,11.875,309.0,7.5
16288,1.0,78.0,109.0,302.0,11.875,312.0,7.5
16289,1.0,78.0,109.0,302.0,12.0,313.0,7.5
16290,1.0,78.0,109.0,300.0,12.0,315.0,7.5
16291,0.0,78.0,110.0,298.0,12.25,314.0,7.625
16292,0.0,78.0,110.0,298.0,12.25,316.0,7.625
16293,0.0,78.0,110.0,296.0,12.25,315.0,7.625
16294,0.0,78.0,111.0,298.0,12.25,315.0,7.75
16295,1.0,78.0,111.0,298.0,12.25,313.0,7.75
16296,1.0,78.0,111.0,300.0,12.25,311.0,7.75
16297,1.0,78.0,112.0,300.0,12.125,312.0,7.75
16298,1.0,78.0,112.0,298.0,12.25,313.0,7.75
16299,0.0,78.0,112.0,298.0,12.375,310.0,7.875
16300,0.0,77.0,112.0,296.0,12.5,309.0,8.0
16301,0.0,77.0,112.0,296.0,12.5,309.0,8.0
16302,0.0,77.0,113.0,298.0,12.5,310.0,8.0
16303,0.0,77.0,113.0,298.0,12.5,310.0,8.0
16304,0.0,77.0,114.0,298.0,12.5,309.0,8.0
16305,0.0,77.0,114.0,300.0,12.375,308.0,7.875
16306,0.0,77.0,114.0,300.0,12.375,310.0,7.875
16307,0.0,78.0,113.0,302.0,12.375,310.0,7.75
16308,0.0,78.0,113.0,300.0,12.375,314.0,7.625
16309,0.0,78.0,112.0,302.0,12.375,314.0,7.625
16310,0.0,78.0,112.0,300.0,12.5,317.0,7.625
16311,0.0,78.0,111.0,300.0,12.625,317.0,7.625
16312,0.0,79.0,111.0,298.0,12.75,317.0,7.625
16313,1.0,78.0,111.0,298.0,12.5,318.0,7.625
16314,1.0,78.0,111.0,298.0,12.5,316.0,7.625
16315,1.0,78.0,111.0,300.0,12.375,315.0,7.625
16316,1.0,78.0,111.0,300.0,12.375,316.0,7.5
16317,1.0,78.0,111.0,300.0,12.375,316.0,7.5
16318,1.0,78.0,111.0,302.0,12.25,314.0,7.5
16319,1.0,78.0,111.0,302.0,12.25,314.0,7.375
16320,0.0,78.0,111.0,300.0,12.25,313.0,7.375
16321,0.0,79.0,110.0,298.0,12.5,314.0,7.375
16322,1.0,79.0,110.0,296.0,12.75,315.0,7.375
16323,1.0,79.0,110.0,296.0,12.875,314.0,7.375
16324,1.0,79.0,110.0,296.0,12.875,314.0,7.375
16325,1.0,79.0,110.0,292.0,13.0,317.0,7.375
16326,1.0,80.0,110.0,290.0,13.125,322.0,7.375
16327,1.0,80.0,110.0,290.0,13.125,322.0,7.375
16328,1.0,81.0,110.0,288.0,13.25,327.0,7.375
16329,1.0,81.0,110.0,288.0,13.25,327.0,7.375
16330,1.0,81.0,110.0,286.0,13.0,334.0,7.25
16331,1.0,81.0,110.0,288.0,13.0,336.0,7.25
16332,1.0,81.0,110.0,290.0,13.0,335.0,7.25
16333,1.0,81.0,110.0,290.0,13.0,333.0,7.25
16334,1.0,80.0,110.0,290.0,13.0,336.0,7.25
16335,1.0,81.0,110.0,292.0,13.0,338.0,7.25
16336,1.0,81.0,110.0,292.0,13.125,341.0,7.25
16337,1.0,80.0,109.0,292.0,13.25,341.0,7.25
16338,0.0,80.0,109.0,292.0,13.25,343.0,7.25
16339,0.0,81.0,109.0,292.0,13.25,344.0,7.0
16340,0.0,81.0,109.0,294.0,13.25,346.0,7.0
16341,1.0,81.0,109.0,296.0,13.0,350.0,7.0
16342,1.0,81.0,109.0,296.0,13.0,358.0,7.0
16343,1.0,81.0,108.0,298.0,12.875,362.0,6.875
16344,1.0,81.0,107.0,300.0,12.75,367.0,7.0
16345,1.0,81.0,107.0,300.0,12.625,366.0,7.0
16346,1.0,81.0,107.0,298.0,12.625,363.0,7.0
16347,1.0,81.0,107.0,298.0,12.75,357.0,7.125
16348,1.0,81.0,107.0,292.0,12.875,354.0,7.125
16349,1.0,81.0,107.0,294.0,12.875,346.0,7.125
16350,2.0,81.0,107.0,292.0,13.0,345.0,7.0
16351,2.0,81.0,108.0,292.0,13.0,345.0,7.0
16352,2.0,81.0,108.0,292.0,13.0,346.0,7.0
16353,2.0,82.0,108.0,294.0,13.0,349.0,6.75
16354,2.0,82.0,108.0,292.0,13.0,354.0,6.75
16355,2.0,82.0,107.0,292.0,13.0,357.0,6.75
16356,2.0,82.0,107.0,290.0,13.125,359.0,6.75
16357,2.0,82.0,107.0,290.0,13.125,356.0,6.75
16358,2.0,82.0,106.0,286.0,13.25,354.0,6.875
16359,2.0,82.0,106.0,284.0,13.5,349.0,7.0
16360,2.0,81.0,106.0,284.0,13.5,346.0,7.0
16361,2.0,81.0,107.0,284.0,13.375,346.0,7.125
16362,1.0,81.0,108.0,286.0,13.375,344.0,7.125
16363,1.0,81.0,108.0,288.0,13.375,344.0,7.125
16364,1.0,81.0,109.0,288.0,13.25,348.0,7.0
16365,1.0,81.0,109.0,290.0,13.25,348.0,7.0
16366,1.0,81.0,109.0,290.0,13.25,345.0,7.125
16367,1.0,81.0,109.0,294.0,13.25,342.0,7.125
16368,1.0,81.0,109.0,294.0,13.25,342.0,7.125
16369,0.0,81.0,108.0,294.0,13.125,340.0,7.125
16370,0.0,81.0,108.0,294.0,13.125,340.0,7.125
16371,0.0,81.0,108.0,294.0,13.0,338.0,7.0
16372,1.0,81.0,108.0,294.0,13.0,337.0,7.0
16373,1.0,81.0,107.0,296.0,12.875,336.0,7.0
16374,0.0,81.0,107.0,296.0,12.875,332.0,7.125
16375,0.0,81.0,107.0,298.0,12.875,332.0,7.125
16376,0.0,81.0,107.0,300.0,12.875,331.0,7.0
16377,0.0,81.0,107.0,302.0,12.875,329.0,6.875
16378,0.0,81.0,107.0,302.0,12.875,329.0,6.875
16379,1.0,80.0,107.0,302.0,12.875,329.0,6.875
16380,0.0,80.0,107.0,302.0,12.875,329.0,6.875
16381,0.0,81.0,106.0,302.0,12.875,330.0,6.75
16382,0.0,81.0,106.0,300.0,12.875,333.0,6.75
16383,1.0,81.0,106.0,298.0,12.875,334.0,6.75
16384,1.0,81.0,106.0,298.0,13.125,334.0,6.875
16385,0.0,81.0,106.0,296.0,13.125,332.0,6.875
16386,1.0,81.0,106.0,294.0,13.25,335.0,6.875
16387,1.0,81.0,106.0,296.0,13.125,336.0,6.875
16388,1.0,81.0,106.0,296.0,13.125,336.0,6.875
16389,1.0,80.0,106.0,296.0,13.0,335.0,6.875
16390,1.0,80.0,106.0,298.0,13.0,334.0,7.0
16391,1.0,80.0,106.0,298.0,13.0,335.0,7.125
16392,0.0,80.0,107.0,302.0,12.875,336.0,7.125
16393,0.0,80.0,107.0,302.0,12.75,333.0,7.0
16394,0.0,80.0,107.0,306.0,12.875,331.0,7.0
16395,0.0,80.0,107.0,306.0,12.875,334.0,7.125
16396,0.0,80.0,107.0,306.0,13.0,335.0,7.0
16397,0.0,80.0,107.0,306.0,12.75,336.0,6.875
16398,0.0,80.0,106.0,310.0,12.75,334.0,6.625
16399,0.0,80.0,106.0,312.0,12.75,333.0,6.5
16400,0.0,80.0,105.0,312.0,12.625,333.0,6.5
16401,0.0,81.0,103.0,314.0,12.5,333.0,6.375
16402,0.0,81.0,102.0,316.0,12.5,335.0,6.375
16403,0.0,81.0,102.0,316.0,12.5,339.0,6.25
16404,0.0,81.0,101.0,318.0,12.625,340.0,6.375
16405,0.0,81.0,100.0,318.0,12.625,339.0,6.375
16406,0.0,81.0,100.0,316.0,12.75,338.0,6.375
16407,0.0,81.0,101.0,312.0,13.0,337.0,6.375
16408,0.0,81.0,100.0,310.0,13.125,330.0,6.375
16409,0.0,81.0,100.0,310.0,13.125,330.0,6.375
16410,1.0,81.0,101.0,306.0,13.25,330.0,6.375
16411,1.0,81.0,101.0,306.0,13.25,330.0,6.375
16412,1.0,81.0,101.0,306.0,13.25,336.0,6.375
16413,1.0,81.0,101.0,306.0,13.125,338.0,6.375
16414,1.0,81.0,102.0,308.0,13.0,339.0,6.375
16415,1.0,81.0,102.0,308.0,12.875,343.0,6.375
16416,0.0,81.0,102.0,310.0,12.875,343.0,6.375
16417,0.0,81.0,102.0,312.0,12.75,340.0,6.375
16418,0.0,82.0,101.0,312.0,12.75,341.0,6.375
16419,0.0,82.0,101.0,310.0,12.75,342.0,6.25
16420,0.0,82.0,101.0,310.0,12.75,341.0,6.25
16421,0.0,82.0,101.0,310.0,12.75,340.0,6.25
16422,1.0,82.0,101.0,310.0,12.875,340.0,6.25
16423,1.0,82.0,100.0,312.0,12.875,336.0,6.125
16424,1.0,82.0,100.0,312.0,13.125,337.0,6.125
16425,1.0,82.0,100.0,312.0,13.0,335.0,6.0
16426,1.0,82.0,100.0,320.0,13.0,335.0,6.0
16427,1.0,81.0,99.0,320.0,12.75,333.0,6.125
16428,1.0,81.0,99.0,326.0,12.75,332.0,6.125
16429,1.0,81.0,99.0,328.0,12.625,333.0,6.0
16430,1.0,82.0,98.0,328.0,12.5,335.0,6.0
16431,1.0,81.0,98.0,328.0,12.5,337.0,6.0
16432,1.0,81.0,98.0,328.0,12.375,337.0,6.0
16433,1.0,81.0,97.0,328.0,12.5,351.0,6.0
16434,1.0,81.0,97.0,328.0,12.5,351.0,5.875
16435,0.0,81.0,97.0,328.0,12.625,366.0,6.0
16436,0.0,81.0,97.0,330.0,12.625,371.0,5.875
16437,0.0,80.0,97.0,334.0,12.75,373.0,6.0
16438,0.0,80.0,97.0,334.0,12.75,375.0,5.875
16439,0.0,80.0,96.0,334.0,12.875,375.0,5.875
16440,0.0,80.0,96.0,336.0,12.75,378.0,5.75
16441,0.0,80.0,96.0,338.0,12.75,378.0,5.75
16442,0.0,80.0,95.0,340.0,12.75,375.0,5.75
16443,1.0,80.0,95.0,340.0,12.75,373.0,5.625
16444,0.0,80.0,95.0,340.0,12.75,373.0,5.625
16445,0.0,79.0,93.0,342.0,12.5,361.0,5.625
16446,0.0,79.0,93.0,346.0,12.5,358.0,5.75
16447,0.0,78.0,93.0,350.0,12.375,355.0,5.75
16448,0.0,78.0,93.0,354.0,12.5,351.0,5.875
16449,0.0,78.0,93.0,356.0,12.5,351.0,5.875
16450,0.0,78.0,93.0,358.0,12.625,347.0,5.875
16451,0.0,78.0,93.0,358.0,12.625,347.0,5.875
16452,0.0,78.0,93.0,358.0,12.75,344.0,5.75
16453,0.0,78.0,93.0,360.0,12.75,344.0,5.75
16454,0.0,78.0,93.0,362.0,12.75,343.0,5.75
16455,0.0,78.0,93.0,362.0,12.875,342.0,5.625
16456,0.0,77.0,93.0,362.0,12.875,340.0,5.625
16457,0.0,78.0,92.0,364.0,12.875,341.0,5.625
16458,0.0,78.0,92.0,364.0,12.875,341.0,5.625
16459,0.0,77.0,92.0,366.0,12.875,339.0,5.625
16460,0.0,77.0,92.0,366.0,12.875,339.0,5.625
16461,0.0,77.0,92.0,372.0,12.875,329.0,5.625
16462,0.0,76.0,91.0,372.0,13.0,330.0,5.625
16463,0.0,77.0,91.0,368.0,13.0,335.0,5.625
16464,0.0,78.0,91.0,368.0,13.0,335.0,5.5
16465,0.0,78.0,91.0,370.0,13.0,333.0,5.5
16466,0.0,78.0,90.0,370.0,13.0,333.0,5.5
16467,0.0,78.0,90.0,370.0,13.125,331.0,5.5
16468,0.0,77.0,90.0,368.0,13.125,330.0,5.5
16469,0.0,77.0,90.0,368.0,13.125,326.0,5.5
16470,0.0,77.0,90.0,368.0,13.125,323.0,5.625
16471,0.0,77.0,90.0,370.0,13.25,320.0,5.625
16472,0.0,77.0,90.0,370.0,13.25,320.0,5.75
16473,0.0,77.0,90.0,366.0,13.375,317.0,5.75
16474,0.0,77.0,91.0,366.0,13.375,320.0,5.75
16475,0.0,77.0,92.0,364.0,13.25,322.0,5.75
16476,0.0,77.0,92.0,362.0,13.125,325.0,5.75
16477,0.0,77.0,92.0,362.0,13.125,326.0,5.75
16478,0.0,77.0,92.0,362.0,13.0,327.0,5.625
16479,0.0,77.0,92.0,362.0,13.0,328.0,5.75
16480,0.0,77.0,92.0,362.0,13.0,324.0,5.75
16481,0.0,77.0,92.0,364.0,13.125,321.0,5.75
16482,0.0,77.0,92.0,364.0,13.125,321.0,5.75
16483,0.0,77.0,92.0,364.0,13.125,320.0,5.75
16484,0.0,77.0,92.0,366.0,13.125,317.0,5.625
16485,0.0,77.0,92.0,366.0,13.125,317.0,5.75
16486,0.0,77.0,92.0,366.0,13.125,313.0,5.625
16487,0.0,77.0,92.0,366.0,13.25,311.0,5.625
16488,0.0,77.0,92.0,364.0,13.25,310.0,5.625
16489,0.0,77.0,92.0,364.0,13.25,309.0,5.625
16490,1.0,77.0,92.0,364.0,13.25,310.0,5.625
16491,1.0,78.0,91.0,364.0,13.125,311.0,5.625
16492,1.0,78.0,91.0,360.0,13.125,311.0,5.5
16493,1.0,78.0,91.0,360.0,13.125,311.0,5.5
16494,1.0,78.0,92.0,358.0,12.625,314.0,5.75
16495,1.0,78.0,92.0,358.0,12.625,313.0,5.75
16496,1.0,78.0,92.0,358.0,12.625,313.0,5.75
16497,1.0,78.0,92.0,358.0,12.5,314.0,5.75
16498,1.0,78.0,92.0,358.0,12.5,314.0,5.75
16499,0.0,78.0,93.0,356.0,12.75,317.0,6.0
16500,0.0,78.0,93.0,352.0,12.75,318.0,6.0
16501,0.0,78.0,93.0,352.0,12.75,318.0,6.0
16502,0.0,78.0,95.0,350.0,12.875,320.0,6.0
16503,0.0,78.0,95.0,350.0,12.875,320.0,5.875
16504,0.0,79.0,94.0,350.0,13.0,319.0,5.875
16505,0.0,79.0,94.0,350.0,13.0,319.0,5.875
16506,0.0,79.0,95.0,350.0,12.875,323.0,5.75
16507,0.0,79.0,94.0,348.0,12.875,322.0,5.75
16508,0.0,79.0,94.0,348.0,12.875,322.0,5.75
16509,0.0,79.0,94.0,348.0,12.875,322.0,5.75
16510,0.0,79.0,94.0,348.0,12.875,320.0,5.875
16511,0.0,78.0,94.0,350.0,13.0,317.0,5.875
16512,0.0,78.0,94.0,350.0,13.0,305.0,5.875
16513,0.0,78.0,94.0,350.0,13.0,305.0,5.875
16514,0.0,78.0,94.0,350.0,13.125,294.0,5.875
16515,0.0,78.0,95.0,350.0,13.125,293.0,5.75
16516,0.0,78.0,95.0,350.0,13.125,291.0,5.75
16517,0.0,79.0,95.0,348.0,13.25,291.0,5.75
16518,1.0,79.0,95.0,348.0,13.25,291.0,5.75
16519,1.0,79.0,94.0,348.0,13.25,290.0,5.75
16520,1.0,79.0,94.0,346.0,13.125,290.0,5.75
16521,1.0,80.0,94.0,344.0,13.125,289.0,5.75
16522,1.0,79.0,94.0,344.0,13.0,289.0,5.75
16523,1.0,80.0,94.0,344.0,12.875,294.0,5.75
16524,1.0,80.0,94.0,346.0,12.875,294.0,5.75
16525,1.0,80.0,94.0,344.0,12.875,297.0,5.875
16526,1.0,80.0,94.0,342.0,12.875,299.0,5.875
16527,0.0,80.0,94.0,340.0,12.625,301.0,5.875
16528,0.0,80.0,94.0,340.0,12.625,301.0,6.0
16529,0.0,80.0,94.0,338.0,12.625,302.0,6.0
16530,0.0,80.0,95.0,338.0,12.625,302.0,6.125
16531,0.0,79.0,95.0,338.0,12.625,301.0,6.0
16532,0.0,79.0,95.0,340.0,12.625,299.0,6.0
16533,0.0,79.0,96.0,338.0,12.75,297.0,6.0
16534,0.0,79.0,96.0,338.0,12.75,297.0,6.0
16535,0.0,79.0,96.0,336.0,12.75,297.0,6.0
16536,0.0,79.0,96.0,336.0,12.875,297.0,6.0
16537,0.0,79.0,96.0,336.0,12.75,299.0,6.0
16538,0.0,80.0,96.0,334.0,12.875,300.0,6.125
16539,0.0,80.0,96.0,334.0,12.875,300.0,6.125
16540,0.0,80.0,97.0,328.0,12.875,307.0,6.25
16541,0.0,80.0,97.0,328.0,13.0,304.0,6.25
16542,0.0,80.0,98.0,328.0,12.875,305.0,6.125
16543,0.0,80.0,98.0,328.0,12.875,304.0,6.125
16544,0.0,80.0,98.0,328.0,12.875,303.0,6.125
16545,0.0,80.0,98.0,328.0,12.875,303.0,6.125
16546,0.0,80.0,98.0,328.0,12.875,304.0,6.125
16547,0.0,80.0,98.0,328.0,12.75,305.0,6.125
16548,0.0,80.0,98.0,330.0,12.625,306.0,6.125
16549,0.0,80.0,98.0,328.0,12.625,306.0,6.125
16550,0.0,80.0,98.0,328.0,12.625,306.0,6.125
16551,0.0,80.0,98.0,328.0,12.625,306.0,6.125
16552,0.0,80.0,98.0,328.0,12.5,306.0,6.25
16553,0.0,80.0,98.0,324.0,12.5,306.0,6.25
16554,0.0,80.0,98.0,324.0,12.75,307.0,6.25
16555,1.0,81.0,98.0,322.0,12.875,307.0,6.375
16556,1.0,81.0,98.0,318.0,12.875,307.0,6.375
16557,1.0,81.0,99.0,316.0,13.0,307.0,6.375
16558,1.0,80.0,99.0,314.0,13.125,309.0,6.375
16559,1.0,80.0,99.0,314.0,13.125,311.0,6.375
16560,1.0,80.0,101.0,314.0,13.0,313.0,6.5
16561,1.0,80.0,101.0,314.0,12.875,313.0,6.5
16562,1.0,80.0,101.0,314.0,12.75,316.0,6.5
16563,1.0,80.0,102.0,312.0,12.625,321.0,6.5
16564,1.0,80.0,102.0,312.0,12.5,321.0,6.625
16565,1.0,80.0,102.0,312.0,12.5,321.0,6.75
16566,0.0,80.0,102.0,310.0,12.625,322.0,6.625
16567,0.0,80.0,102.0,310.0,12.625,322.0,6.625
16568,0.0,80.0,103.0,308.0,12.625,324.0,6.75
16569,0.0,80.0,103.0,308.0,12.75,322.0,6.625
16570,0.0,80.0,103.0,310.0,12.75,322.0,6.75
16571,0.0,80.0,104.0,310.0,12.875,322.0,6.625
16572,0.0,80.0,104.0,310.0,12.875,320.0,6.75
16573,0.0,80.0,104.0,310.0,12.875,320.0,6.75
16574,1.0,80.0,104.0,310.0,12.875,320.0,6.75
16575,1.0,80.0,104.0,310.0,13.0,321.0,6.75
16576,1.0,80.0,104.0,308.0,13.0,322.0,6.75
16577,1.0,81.0,104.0,308.0,13.0,323.0,6.875
16578,1.0,81.0,104.0,306.0,13.0,323.0,6.875
16579,1.0,81.0,104.0,300.0,13.0,332.0,6.875
16580,1.0,81.0,105.0,300.0,13.0,332.0,6.875
16581,1.0,80.0,105.0,298.0,13.0,335.0,7.0
16582,1.0,80.0,105.0,298.0,13.0,337.0,7.125
16583,2.0,80.0,105.0,296.0,13.0,338.0,7.125
16584,2.0,80.0,106.0,296.0,13.125,337.0,7.25
16585,2.0,80.0,107.0,298.0,13.0,336.0,7.25
16586,1.0,80.0,108.0,298.0,13.0,334.0,7.25
16587,1.0,80.0,108.0,298.0,13.0,334.0,7.25
16588,1.0,81.0,108.0,296.0,13.125,335.0,7.25
16589,1.0,81.0,109.0,296.0,13.25,337.0,7.125
16590,1.0,81.0,109.0,296.0,13.25,337.0,7.125
16591,1.0,81.0,109.0,296.0,13.375,337.0,7.0
16592,1.0,81.0,109.0,296.0,13.375,337.0,7.0
16593,1.0,81.0,108.0,294.0,13.25,338.0,7.0
16594,1.0,80.0,108.0,294.0,13.25,340.0,6.875
16595,1.0,80.0,108.0,298.0,13.25,337.0,6.875
16596,1.0,80.0,107.0,300.0,13.0,334.0,6.875
16597,1.0,80.0,107.0,302.0,12.875,335.0,6.875
16598,1.0,80.0,107.0,302.0,12.75,337.0,6.875
16599,2.0,80.0,106.0,304.0,12.625,338.0,6.875
16600,2.0,80.0,106.0,304.0,12.625,337.0,6.875
16601,1.0,80.0,106.0,308.0,12.875,336.0,6.625
16602,1.0,81.0,106.0,306.0,12.875,337.0,6.625
16603,1.0,81.0,105.0,306.0,12.75,340.0,6.625
16604,1.0,81.0,105.0,310.0,12.625,339.0,6.5
16605,1.0,81.0,105.0,312.0,12.625,336.0,6.5
16606,1.0,81.0,104.0,316.0,12.5,331.0,6.5
16607,1.0,80.0,103.0,318.0,12.5,328.0,6.375
16608,1.0,80.0,103.0,318.0,12.5,330.0,6.25
16609,1.0,80.0,102.0,318.0,12.625,329.0,6.25
16610,1.0,80.0,102.0,318.0,12.625,329.0,6.25
16611,1.0,80.0,100.0,318.0,12.625,332.0,6.25
16612,1.0,80.0,100.0,318.0,12.625,333.0,6.375
16613,1.0,81.0,100.0,316.0,12.75,334.0,6.375
16614,1.0,81.0,100.0,314.0,12.75,336.0,6.375
16615,1.0,81.0,100.0,314.0,12.75,336.0,6.375
16616,1.0,81.0,100.0,312.0,12.75,338.0,6.5
16617,1.0,81.0,101.0,310.0,12.875,340.0,6.5
16618,1.0,81.0,101.0,310.0,13.0,339.0,6.375
16619,1.0,81.0,101.0,306.0,13.0,341.0,6.375
16620,1.0,81.0,102.0,306.0,13.125,341.0,6.375
16621,1.0,81.0,102.0,306.0,13.125,342.0,6.375
16622,0.0,81.0,102.0,306.0,13.125,339.0,6.375
16623,0.0,81.0,102.0,308.0,13.125,337.0,6.375
16624,0.0,81.0,102.0,310.0,13.125,337.0,6.375
16625,0.0,81.0,101.0,312.0,13.125,332.0,6.375
16626,0.0,81.0,101.0,312.0,13.0,331.0,6.375
16627,1.0,81.0,101.0,310.0,13.0,332.0,6.375
16628,1.0,81.0,101.0,308.0,13.0,324.0,6.5
16629,1.0,81.0,101.0,308.0,13.0,320.0,6.5
16630,1.0,81.0,101.0,308.0,13.0,318.0,6.5
16631,1.0,81.0,101.0,306.0,13.0,318.0,6.5
16632,1.0,81.0,102.0,306.0,12.875,319.0,6.5
16633,1.0,81.0,102.0,306.0,12.875,319.0,6.625
16634,2.0,80.0,103.0,306.0,13.0,320.0,6.75
16635,2.0,80.0,103.0,310.0,12.875,321.0,6.75
16636,2.0,80.0,103.0,312.0,12.75,321.0,6.625
16637,2.0,80.0,103.0,312.0,12.75,321.0,6.625
16638,2.0,80.0,103.0,312.0,12.625,321.0,6.625
16639,2.0,80.0,103.0,312.0,12.625,319.0,6.625
16640,2.0,80.0,103.0,312.0,12.625,319.0,6.625
16641,2.0,80.0,103.0,312.0,12.625,319.0,6.625
16642,2.0,80.0,103.0,310.0,12.625,320.0,6.625
16643,2.0,80.0,103.0,308.0,12.625,318.0,6.75
16644,2.0,80.0,103.0,308.0,12.75,321.0,6.875
16645,2.0,80.0,103.0,304.0,12.75,321.0,6.875
16646,2.0,80.0,104.0,304.0,12.75,325.0,6.875
16647,1.0,80.0,104.0,302.0,12.75,325.0,6.875
16648,2.0,80.0,105.0,302.0,12.75,326.0,7.0
16649,2.0,80.0,106.0,302.0,12.875,326.0,7.0
16650,2.0,80.0,106.0,300.0,13.0,328.0,6.875
16651,2.0,80.0,106.0,298.0,13.125,327.0,6.875
16652,2.0,81.0,106.0,298.0,13.125,326.0,6.75
