,autocorr_bike
352,0.6821345355116685
353,0.6780248003094254
354,0.6830506427802416
355,0.6857405301273589
356,0.6483964785158338
357,0.6557697530684251
358,0.6644951746603631
359,0.6285151398746076
360,0.6765205593016705
361,0.6854217875067072
362,0.6491984406789213
363,0.6424572876929386
364,0.6523212691789225
365,0.6284819197641417
366,0.6211218564193498
367,0.6994842785217958
368,0.6402137718956433
369,0.6255860748148526
370,0.6640954686860946
371,0.6606794882607427
372,0.64770046788608
373,0.6629953623893896
374,0.6839555636867648
375,0.6236041633069666
376,0.6666058453344291
377,0.7057408316278352
378,0.6420262525443308
379,0.6778608516227347
380,0.6611874584297415
381,0.6642235469962315
382,0.6715447319784669
383,0.620680706968
384,0.6675030614375285
385,0.658609470524481
386,0.6267995276729882
387,0.6941742156182834
388,0.658900072147538
389,0.6397958106616025
390,0.6854270233041633
391,0.679799338301222
392,0.6266175025901443
393,0.6273602778159949
394,0.6878297878448618
395,0.6058153145707517
396,0.6633706128701989
397,0.5809764829377572
398,0.6539928827606498
399,0.6708889164309707
400,0.6284680255140174
401,0.6487847593720772
402,0.62763660533384
403,0.6766096366384574
404,0.6394087364561297
405,0.6181373378308693
406,0.6951274419543594
407,0.6322380426197772
408,0.6619645589577451
409,0.6568040238387413
410,0.6495931184809915
411,0.6386514519245382
412,0.6876354917128794
413,0.6437269704429832
414,0.632304582844726
415,0.6334198389758625
416,0.6241095062846397
417,0.6634757304567416
418,0.5725021005805329
419,0.6128943817916948
420,0.6388501414307831
421,0.6376710384485074
422,0.6097484134924352
423,0.6154926912430678
424,0.597693324588777
425,0.6700970050807766
426,0.6275856680899629
427,0.6507037007415085
428,0.6207547304509493
429,0.634298490385705
430,0.6170771772873408
431,0.5971959928921521
432,0.6186629095858464
433,0.602825559969114
434,0.6553597355601289
435,0.6688994769670112
436,0.5960055331204003
437,0.6587883031457662
438,0.5960566907507523
439,0.6322181601776516
440,0.5939339468968059
441,0.6501744686081582
442,0.6201514329206054
443,0.6133822365024906
444,0.6490537799637692
445,0.6147157199139471
446,0.6202728547684261
447,0.6110861568383253
448,0.6623503701243513
449,0.614643294241167
450,0.600754614787882
451,0.6387186527550255
452,0.6364524862251631
453,0.6095289604624794
454,0.5858061934782078
455,0.5933345715280332
456,0.5996529267746608
457,0.5745818468088449
458,0.6214854026147226
459,0.6579022781538424
460,0.6282586323729361
461,0.6095953021326683
462,0.6189970547061057
463,0.6030903337257608
464,0.614673553710648
465,0.6607121386443358
466,0.5948154776915244
467,0.5574126133054799
468,0.6045798365630755
469,0.5895501380571743
470,0.605492170821495
471,0.624343167871635
472,0.6449686900298911
473,0.6236584226317237
474,0.5943169242284593
475,0.585598647565949
476,0.6216106112996336
477,0.6354924531164021
478,0.6319119001725524
479,0.5844888285710478
480,0.6290902337254859
481,0.5523639732612582
482,0.6024648014939202
483,0.5945125202114288
484,0.6258847405004224
485,0.5984502578569171
486,0.5927781089313003
487,0.585729109902318
488,0.5590423375407386
489,0.6347071688618162
490,0.6220208653300966
491,0.5915211682694201
492,0.609776378748625
493,0.6080676635201668
494,0.6218750709997994
495,0.586058645241383
496,0.5982978169098737
497,0.5855033568503757
498,0.6286954823284222
499,0.5832722096238094
500,0.5778581117661742
501,0.5981362024622051
502,0.6172487156979923
503,0.6091003732540455
504,0.649673606333452
505,0.5199090645190094
506,0.5963529501085729
507,0.5822307368541291
508,0.5461762265904367
509,0.6410261350547274
510,0.5653121348608113
511,0.5860816272830306
512,0.5270067916442213
513,0.5486293625911172
514,0.5973376382033097
515,0.6228155274603914
516,0.5477073800639413
517,0.5936808576796154
518,0.5557156210207824
519,0.5458491694594504
520,0.6393375428176292
521,0.5943644248622245
522,0.6187365739723912
523,0.5718556413292943
524,0.5860262239290628
525,0.5593629642023316
526,0.5490310229877091
527,0.580600697917101
528,0.6161358357144381
529,0.5604560350353055
530,0.5920263456565287
531,0.5521602431250454
532,0.5886136901874871
533,0.5652836387500132
534,0.6211425157730622
535,0.5838340934276559
536,0.5356197912058775
537,0.5679122477423022
538,0.5830002371636664
539,0.5979155572902576
540,0.6114023478240806
541,0.5544095966778424
542,0.6038036736199172
543,0.5952655684774294
544,0.6136092980481731
545,0.5392093153281027
546,0.5793913099483975
547,0.5649236134480204
548,0.5301324856144197
549,0.5723041306234603
550,0.5354131866093985
551,0.5948154151833045
552,0.558508859082357
553,0.5430567825076961
554,0.5402285316906953
555,0.5764330702342039
556,0.5186806567380037
557,0.5869792291913388
558,0.5488321594547176
559,0.5686970570989643
560,0.5955414223403948
561,0.5519796344661198
562,0.5590649074431169
563,0.5727472256350195
564,0.5660376634804439
565,0.5560256424721564
566,0.536208705419404
567,0.573714018078219
568,0.5083784991553533
569,0.5661052365067272
570,0.5880413933027783
571,0.5634387332774262
572,0.5576902230323523
573,0.5572046691229336
574,0.5570224105523899
575,0.5767298079155997
576,0.5414431178257961
577,0.5840287760485158
578,0.5816293610798762
579,0.5217039671226105
580,0.5465992308856763
581,0.5385383816673353
582,0.5974667358260255
583,0.5302962586035728
584,0.563265864956275
585,0.5730076263940461
586,0.49083876892326006
587,0.5592934680855226
588,0.5475834491789371
589,0.5786908328210133
590,0.5703433144583826
591,0.5098813182990792
592,0.5359085209404875
593,0.5730776986064592
594,0.5351964701487227
595,0.5658105874570578
596,0.5488412591483018
597,0.5423851973575868
598,0.5375349063924992
599,0.5908117292919051
600,0.5538072990248578
601,0.5503569195762297
602,0.577434265208602
603,0.5470966191330832
604,0.459200401259807
605,0.5075306817714281
606,0.563922758253621
607,0.513886392057493
608,0.5128225815423576
609,0.5326261846924295
610,0.4795259988852098
611,0.5454144499565186
612,0.5272258129662446
613,0.5767471118824092
614,0.4953365007215472
615,0.5354382588237705
616,0.5173081890903
617,0.564129724725049
618,0.4694113139247552
619,0.5460120242898453
620,0.5417558795719017
621,0.5604080895503398
622,0.520735587694615
623,0.5231415742756229
624,0.5283634566739289
625,0.5318933649843751
626,0.5465508994675481
627,0.506958614223047
628,0.5479582850398911
629,0.5217997513523811
630,0.5495026695000776
631,0.528763918250868
632,0.4653121877843114
633,0.5794149668064026
634,0.5213866458047898
635,0.49024954891029304
636,0.5172787000777633
637,0.5283260942274574
638,0.523674753570181
639,0.5546798027722508
640,0.4976733981865306
641,0.5454470263246817
642,0.5365737496805115
643,0.5271953780569778
644,0.5386994059694462
645,0.5301905957359057
646,0.5302765778822902
647,0.5220099927771985
648,0.5055953885324724
649,0.5299040096007702
650,0.5005987137806839
651,0.43698802850648566
652,0.5226322500538266
653,0.4861488840349291
654,0.5254170577194641
655,0.5742411367410717
656,0.5209757427235289
657,0.4859207616410149
658,0.5481442356642687
659,0.4719869472545722
660,0.5285073750923677
661,0.5308723615412372
662,0.4850818553749316
663,0.4973378987557186
664,0.5077672863172427
665,0.5060777188167089
666,0.5625812324742707
667,0.5252865657568105
668,0.525837298349085
669,0.4925468186160814
670,0.5408789849692192
671,0.4807098489821224
672,0.48541950178883
673,0.5744067510071097
674,0.510993581420964
675,0.5416564067907308
676,0.484826566605232
677,0.49585485682205327
678,0.5502209170962158
679,0.4444401506773112
680,0.5415308316901343
681,0.5180079997388002
682,0.45740129543524577
683,0.527069091017145
684,0.507795973060275
685,0.5356978415157831
686,0.49115005447739335
687,0.4861499101129065
688,0.47914500606647015
689,0.4996462378649221
690,0.5200350703239689
691,0.4507991334764038
692,0.49803113625268086
693,0.5389250486526683
694,0.5430547620619266
695,0.4842531478319497
696,0.46270869103395823
697,0.4963022508121493
698,0.51269468517052
699,0.5065610850263236
700,0.4914778211895004
701,0.4914905567736672
702,0.5264901368146195
703,0.532753777441963
704,0.5196010419997549
705,0.5400897895539191
706,0.4797970811804694
707,0.47566821948426435
708,0.5065457998674054
709,0.5338155570734967
710,0.4919988361622797
711,0.4834643394667173
712,0.4735713812814776
713,0.5144813850455542
714,0.4975260777893039
715,0.47920259317726405
716,0.5329712676974997
717,0.5037744774384907
718,0.4839309315733663
719,0.46946979504104364
720,0.4658690087828111
721,0.4893361530340551
722,0.564972593216825
723,0.5093554606039801
724,0.4689230309737295
725,0.49167633046296033
726,0.47472016190400457
727,0.4884812607602473
728,0.48836866021184316
729,0.4762380867032386
730,0.4812261473147328
731,0.4892790733100965
732,0.5069539144040649
733,0.4665921062871113
734,0.4935142475609124
735,0.5166562241622219
736,0.4721983072263919
737,0.4253474471862049
738,0.5027527947662201
739,0.4743462318226482
740,0.5087460691395604
741,0.49535531023971896
742,0.519527135469965
743,0.5082182964994657
744,0.43566561432112655
745,0.474188722679503
746,0.42897358397255786
747,0.4267944382125758
748,0.45837469031078054
749,0.4796799448662967
750,0.44832032265436345
751,0.4844600405383824
752,0.49728796768115535
753,0.494144798583695
754,0.4538014812688765
755,0.45154892571057115
756,0.4779715897158704
757,0.44392784436485677
758,0.5127686778718937
759,0.49959550341125747
760,0.4556806889249918
761,0.48815321612010965
762,0.46652216854002526
763,0.5044330087892654
764,0.47120070746607795
765,0.5262711620607127
766,0.47371202697118936
767,0.5141326183661666
768,0.4281776706195428
769,0.4541133615074724
770,0.47464798769723365
771,0.501692083594685
772,0.5052120092873409
773,0.470390234206652
774,0.4656232746100287
775,0.4049696658049405
776,0.4476410548341692
777,0.49562494965634646
778,0.43443342612476754
779,0.46118726433784524
780,0.4619311052433143
781,0.46391977672909246
782,0.4602796718033166
783,0.4478332576638979
784,0.5024347176738957
785,0.4488477020785677
786,0.44080270003372135
787,0.45104320218683325
788,0.4783879882810796
789,0.4822803749721839
790,0.47228584013406144
791,0.462614321679792
792,0.468637315127712
793,0.5285803077607925
794,0.4404543476762288
795,0.45457355735196026
796,0.4610610557280467
797,0.4408834239476949
798,0.506040153912717
799,0.4545494084256955
800,0.4555489434290339
801,0.4811794942773815
802,0.49498456469374497
803,0.44634769993313067
804,0.45473491622063517
805,0.4182526158813552
806,0.44543801718017295
807,0.4562745514219421
808,0.47537642511415085
809,0.4494748356741967
810,0.4509318445090469
811,0.504615240771653
812,0.43293789960314694
813,0.43978437010142346
814,0.4608607862162885
815,0.44184971662130545
816,0.45496722461581723
817,0.48499344907969555
818,0.45967141019020347
819,0.45624390768460216
820,0.4229696029244268
821,0.4313918326930699
822,0.4573688515124763
823,0.4296424098131514
824,0.4949391140753621
825,0.4308538987872746
826,0.45451855872657254
827,0.5049706312452934
828,0.4024150997308186
829,0.4757794830990217
830,0.4329873401924995
831,0.4375593982332162
832,0.4805224384257708
833,0.4623342314232877
834,0.4342488587425813
835,0.482960065969066
836,0.4740632979240072
837,0.48771747049532166
838,0.43291145411096726
839,0.4294219404648687
840,0.46745903919703996
841,0.4255115714735442
842,0.4623328677826625
843,0.42618122938175584
844,0.4031141486565259
845,0.43555473864118205
846,0.49493628267895184
847,0.4468670575415629
848,0.4726893033173133
849,0.4595792083310398
850,0.4116438885582219
851,0.4282700411878227
852,0.419847801829529
853,0.48804803713677003
854,0.4724883362105781
855,0.47966245607844266
856,0.4425235258958064
857,0.45754819165221333
858,0.4300291261634326
859,0.4220632949570352
860,0.4310494338066826
861,0.4668219182290127
862,0.48140524398592927
863,0.4586610562221298
864,0.43558270158861784
865,0.3949412355171871
866,0.41071687096914244
867,0.4537664408961347
868,0.41138542205692796
869,0.4627914742476886
870,0.4178793030802819
871,0.4330529410265381
872,0.442947508711964
873,0.43521557891974405
874,0.4175088109325054
875,0.400629803948063
876,0.4296979691643804
877,0.46353387749344555
878,0.4305079689827966
879,0.4572270604664184
880,0.40794076152233016
881,0.4186938409732171
882,0.4690691619983732
883,0.4249483647805139
884,0.40871903882439065
885,0.4197804553537126
886,0.48688306985140095
887,0.4538522005556789
888,0.41649552137060314
889,0.46583262891174504
890,0.42041792543912604
891,0.4516225593137152
892,0.4504796191009336
893,0.4494365528424632
894,0.45596277666219226
895,0.4340860388359925
896,0.449018148393276
897,0.3830190096711963
898,0.3960578378626958
899,0.42786324032725914
900,0.4344552270636725
901,0.4332375432941414
902,0.3959120448595214
903,0.45769772495543487
904,0.38373221570143207
905,0.4362572288365555
906,0.46630175830537457
907,0.33441612122330744
908,0.45976858190311
909,0.42290703498644816
910,0.4215201868534898
911,0.4046234680880011
912,0.4334832736957736
913,0.43090680063722303
914,0.38953463932543925
915,0.4041570581390169
916,0.41967929541556964
917,0.4343777477492691
918,0.4332672172026711
919,0.4502091069475032
920,0.3931422280295015
921,0.4604235794274567
922,0.419761326631428
923,0.3987835260586573
924,0.42335112054529117
925,0.39713328172069845
926,0.4012521299754983
927,0.4215743169811896
928,0.3872195895959777
929,0.41279448356785337
930,0.3903063190283794
931,0.41472742171769966
932,0.4476497360490056
933,0.4039255693902388
934,0.4861878560071714
935,0.4026092875450832
936,0.39664622533642574
937,0.4610580744453618
938,0.39543516840475884
939,0.4307846191596598
940,0.4531175498440677
941,0.4125374804552706
942,0.38352852983189395
943,0.428597084870259
944,0.4428049981075973
945,0.41780909035919894
946,0.41434985502004995
947,0.3858664370673343
948,0.41044333999336813
949,0.3997618372844121
950,0.4603196195599719
951,0.4275835161848154
952,0.4379796526842924
953,0.39281303756870783
954,0.41243351635049824
955,0.436007280321306
956,0.45406179798044755
957,0.44496898868078033
958,0.4111766946160053
959,0.4131584982412307
960,0.355227059859113
961,0.42649845376659856
962,0.4214879153762549
963,0.36895485692285623
964,0.4224713024628851
965,0.4064930575257359
966,0.4081754622446636
967,0.4159545112325173
968,0.393298719137835
969,0.34994326302844864
970,0.4307448559041508
971,0.363338814382639
972,0.40578156934812815
973,0.414086417758329
974,0.41689748070800614
975,0.3914544719199892
976,0.3691848141700816
977,0.4558569586911555
978,0.40037448923000435
979,0.37939572516607273
980,0.4025381529891417
981,0.3883815619453848
982,0.399118344328144
983,0.40260098052403953
984,0.44380911313788707
985,0.3619661824312819
986,0.3752744404417496
987,0.41893603163303617
988,0.3889738193110617
989,0.37223886487220564
990,0.3750870527554143
991,0.39326586077435344
992,0.37190247926702164
993,0.42070827319053455
994,0.399163775251732
995,0.3609659284692168
996,0.4108690353097911
997,0.34277051039504086
998,0.42599503669639255
999,0.4303421500747877
1000,0.40269694952550206
1001,0.39098190745907435
1002,0.36254063759973293
1003,0.4089630211420483
1004,0.4113019322819155
1005,0.3862459191413807
1006,0.3820412495359309
1007,0.4178503466223858
1008,0.3748343260602815
1009,0.3939418984178404
1010,0.38908941371874567
1011,0.4168793539634449
1012,0.402687790579357
1013,0.3722759145436159
1014,0.4089065829320736
1015,0.3922674852467761
1016,0.4104554769555752
1017,0.3833705770403663
1018,0.33818122698389563
1019,0.4230288470449361
1020,0.3750388139799637
1021,0.30129322622843857
1022,0.39964538392299404
1023,0.38136792127581537
1024,0.3897316249284682
1025,0.4201262918629196
1026,0.4203949060150256
1027,0.4018921709061893
1028,0.3631819512028116
1029,0.3837347603022161
1030,0.3929016678771555
1031,0.37397415658863853
1032,0.3334029629972067
1033,0.3996233261565774
1034,0.4170609015800407
1035,0.381869433879089
1036,0.43327952317744084
1037,0.3972237627640583
1038,0.41813599520740796
1039,0.36310411181037633
1040,0.38747818922998967
1041,0.39998697518751475
1042,0.39048398540484924
1043,0.39089654991408357
1044,0.38674251402526555
1045,0.349419454842374
1046,0.37270866112128387
1047,0.37919082977215823
1048,0.40336515662890476
1049,0.35149805503798703
1050,0.37702715265587844
1051,0.3978021592733842
1052,0.39553146194624345
1053,0.3459506226924671
1054,0.4079316658832335
1055,0.3890585812283437
1056,0.36930078607656924
1057,0.40761389582972857
1058,0.4212200982198941
1059,0.38907676751977266
1060,0.37223683368515004
1061,0.4052550870516309
1062,0.39772635170597387
1063,0.44872693735395974
1064,0.3922140247128572
1065,0.3991688985837545
1066,0.3815178485206397
1067,0.43968195113868597
1068,0.3736560602749687
1069,0.3913615486160264
1070,0.3798938769331913
1071,0.3489476733839156
1072,0.3767086478461294
1073,0.38136381164443517
1074,0.3652910012442214
1075,0.40097273302732533
1076,0.4054791714806246
1077,0.3697125393701027
1078,0.39090564010393297
1079,0.3642380751908007
1080,0.38593169896590834
1081,0.4126273999099781
1082,0.37498376492208213
1083,0.3834235843764705
1084,0.3775968256433007
1085,0.45292560425314654
1086,0.40007301444039695
1087,0.38695478020991725
1088,0.3864748028705544
1089,0.357913445649359
1090,0.3790923395334911
1091,0.39317483435663786
1092,0.32351108752664537
1093,0.36738776285776464
1094,0.38302217518996745
1095,0.4144508937512963
1096,0.37588659120105694
1097,0.3743572897054997
1098,0.34359072682712705
1099,0.348362288585871
1100,0.41218528135918897
1101,0.39027551808182476
1102,0.4005755111692124
1103,0.36265888038335337
1104,0.3832257729100344
1105,0.4043781203565661
1106,0.31832670139851627
1107,0.3799746022583752
1108,0.3445416260752892
1109,0.34224883082621177
1110,0.39988846512609155
1111,0.39119761611072734
1112,0.3747875638972418
1113,0.38133662351919134
1114,0.3781865255135329
1115,0.40652606580108164
1116,0.4168256076667137
1117,0.3882114840425278
1118,0.44767498720377397
1119,0.3968192235328119
1120,0.3773496343335446
1121,0.4324520885134134
1122,0.36413733149759964
1123,0.3570253379301212
1124,0.36806242166269226
1125,0.3599326323956571
1126,0.397980780752355
1127,0.35117733748310415
1128,0.4030927473716975
1129,0.3589301510937628
1130,0.387088882842336
1131,0.36741165200796166
1132,0.3686418515729384
1133,0.37795090329086245
1134,0.35441329117277404
1135,0.36970808348762624
1136,0.37897408599578697
1137,0.38467771397470435
1138,0.37974185676633804
1139,0.41048799227060345
1140,0.3727134047663947
1141,0.3692206927543219
1142,0.35925289015099465
1143,0.3477728576462916
1144,0.36647188984464746
1145,0.40837910828772156
1146,0.3996781319981823
1147,0.38198062998241444
1148,0.35126925285191746
1149,0.38765747050104504
1150,0.354866181378016
1151,0.34453081751366077
1152,0.36373260762810733
1153,0.35316264428297667
1154,0.35134493113087706
1155,0.3569003035662634
1156,0.33717206874799366
1157,0.3554772374383185
1158,0.3862172031486329
1159,0.35974073861188144
1160,0.32763430856153886
1161,0.3559313928632217
1162,0.37442458698637276
1163,0.3796991123652442
1164,0.38519290364792536
1165,0.38490363651083603
1166,0.4176879459952088
1167,0.3873320148215899
1168,0.36014391916367583
1169,0.3724631840209647
1170,0.3216281659337951
1171,0.3982188313063244
1172,0.3369541036804567
1173,0.3803502835806481
1174,0.3509158388041507
1175,0.34505261206324017
1176,0.38734772727018263
1177,0.4056725970986471
1178,0.35665935632729145
1179,0.3426118454887893
1180,0.37390540853586174
1181,0.40142958978329046
1182,0.3699338074251306
1183,0.40219053383409736
1184,0.3223253226821633
1185,0.34127197210895477
1186,0.40171409430436006
1187,0.37224367255556134
1188,0.41544694984659475
1189,0.36349512208113793
1190,0.366427522542357
1191,0.3707691018186294
1192,0.3173005345884846
1193,0.37570706671189674
1194,0.38939135302692895
1195,0.3635993361547931
1196,0.3338012451295618
1197,0.3502331202507716
1198,0.3987232168727358
1199,0.4069096580585616
1200,0.35523347104683195
1201,0.3845839803141967
1202,0.34875978557884396
1203,0.38371791559302193
1204,0.33209677099990237
1205,0.38610683190697437
1206,0.34502238551225506
1207,0.37727132171031813
1208,0.33409585265089053
1209,0.3474501326262184
1210,0.3209987387665016
1211,0.32723650846175845
1212,0.3817462921550501
1213,0.35718887640059155
1214,0.3488481648508613
1215,0.3986463135296326
1216,0.37656115504723997
1217,0.35996035149067357
1218,0.3680662283590985
1219,0.38716791758123276
1220,0.3366135421736662
1221,0.36207220274833085
1222,0.3353012164816137
1223,0.39793856171640546
1224,0.3359742572258713
1225,0.3518767258049328
1226,0.35562565450147016
1227,0.3932667384595312
1228,0.3884990210757824
1229,0.3666642667797295
1230,0.31800415613594685
1231,0.36491299919910425
1232,0.309887716910939
1233,0.3590627947008884
1234,0.3363473072950158
1235,0.32971088818707883
1236,0.36026670366317703
1237,0.35986938218676573
1238,0.3904451443187216
1239,0.36167993705229395
1240,0.381511665916114
1241,0.319700782131093
1242,0.3052916953554452
1243,0.38943090389526036
1244,0.37080886044566225
1245,0.3628871242218025
1246,0.3830725565302497
1247,0.3716692755191108
1248,0.37046011984076793
1249,0.379532686236399
1250,0.34769000591938914
1251,0.35066164409365685
1252,0.3369639004535238
1253,0.3221589621398739
1254,0.331156478413386
1255,0.3928865427736338
1256,0.3522422273695277
1257,0.3974660889549239
1258,0.35501285074655553
