,autocorr_run
98,0.8182824650169033
99,0.8226007199121871
100,0.830024419999153
101,0.8442816414246936
102,0.8454675566254202
103,0.8304832276723452
104,0.8356980909693096
105,0.8306196787149871
106,0.8254892679171669
107,0.7906784676509455
108,0.822581983224031
109,0.8372128622356724
110,0.8163975509890204
111,0.8116009736478266
112,0.851022704267478
113,0.8236084536184721
114,0.8234345156672056
115,0.8094598232250122
116,0.8459324726448109
117,0.797575485148363
118,0.802002225938221
119,0.8177073745292373
120,0.8098182816229628
121,0.8151678700680774
122,0.8269935240135006
123,0.8326368485994907
124,0.808589002637821
125,0.8234575022260191
126,0.7999401879348894
127,0.8195020872438111
128,0.8206668620544147
129,0.8057513400231336
130,0.7979659908702587
131,0.7921093470950923
132,0.7951422728931423
133,0.8196044760772483
134,0.8242537825478415
135,0.8355275959977972
136,0.7994791947866986
137,0.8072001147013734
138,0.787416355420984
139,0.8032368422525021
140,0.802200227610428
141,0.7978011602924607
142,0.8091228052834629
143,0.7867029762494269
144,0.7916450671472104
145,0.8184892794914479
146,0.8038032021903544
147,0.8183587635920893
148,0.8030254846658756
149,0.7950510448575808
150,0.7885190499255018
151,0.7776443621537217
152,0.7868800593212399
153,0.7810755941634238
154,0.8070964554927708
155,0.7977503996105904
156,0.8091999673854562
157,0.7801044311719241
158,0.7916960632553672
159,0.8130347010081059
160,0.7720088981259223
161,0.7832357735532561
162,0.7984192297830353
163,0.7851821847314326
164,0.7739199463942196
165,0.7865654176860633
166,0.7938510089013118
167,0.7647611049219442
168,0.7971357377764917
169,0.7815086960058754
170,0.799941008514468
171,0.7954256745204207
172,0.7812132231958194
173,0.7762363178233488
174,0.7612734277874144
175,0.7888453232762349
176,0.7775203552979034
177,0.7722888443221502
178,0.786268869587041
179,0.792212721039143
180,0.7828657483604372
181,0.7638106239383227
182,0.7831866246024869
183,0.7879401198729772
184,0.7664537312859783
185,0.7699427612376617
186,0.7836156257069479
187,0.7670166346466412
188,0.7589349290555297
189,0.778845310012988
190,0.7722871874296532
191,0.772924445931934
192,0.7798838194626826
193,0.7909355122784067
194,0.7606732155613766
195,0.7582639797246753
196,0.7624507747422078
197,0.769553785990152
198,0.7612168914434051
199,0.759516673501834
200,0.7785611392016136
201,0.7590730996000565
202,0.7739856135982885
203,0.7768738315122896
204,0.7553466821466005
205,0.7614926689084587
206,0.7676134982226405
207,0.7544757731629679
208,0.7537582472477737
209,0.7573934201862736
210,0.7619687592509311
211,0.7629098482323113
212,0.7566174307112197
213,0.7748684983920046
214,0.7551333190143875
215,0.7433898923356025
216,0.7591827780705193
217,0.7599319411081051
218,0.7486405248402469
219,0.7790335903841101
220,0.7418896758148131
221,0.7541336350903574
222,0.7563012789647097
223,0.7590245003549503
224,0.7363730664043456
225,0.7407617550370945
226,0.7664582521276802
227,0.7541938164032813
228,0.7417649175258415
229,0.7657668844710217
230,0.7431509974079021
231,0.7502101209126043
232,0.745330183632776
233,0.7387652354070423
234,0.7521688111639819
235,0.7473282960979197
236,0.7442019432048765
237,0.7426645999432563
238,0.7245055122095225
239,0.7443983864085896
240,0.7518633073852171
241,0.7698775678972826
242,0.7520981616232639
243,0.7253317110162015
244,0.7249266864546016
245,0.7392256237979363
246,0.7267411160233663
247,0.7423585541740156
248,0.7524753214583095
249,0.7462770983621727
250,0.7440908232710695
251,0.7366913211827959
252,0.7218434510076577
253,0.7300502281453268
254,0.7392749025390425
255,0.7260281698531343
256,0.7332996380335638
257,0.7507525005080803
258,0.7338085998102913
259,0.7177579237906148
260,0.7296340494271327
261,0.7496799456624731
262,0.7216771142222861
263,0.7365405149470252
264,0.7181539543820116
265,0.7145070409152667
266,0.7247143422892435
267,0.7312614343634836
268,0.7362827181974491
269,0.7426746129845578
270,0.7340693198184648
271,0.7175673351933733
272,0.728831119351226
273,0.7083362586744736
274,0.717429128107209
275,0.7002262630907767
276,0.744101757824894
277,0.7373273385543971
278,0.7215391639472507
279,0.7236060760050042
280,0.7184093252124344
281,0.7277957924801937
282,0.693996927217093
283,0.7235488549505575
284,0.7229726798993698
285,0.7308205359670572
286,0.7024118187307364
287,0.7110950037262157
288,0.7300021472585875
289,0.7182167780319482
290,0.7154761106195453
291,0.7286098642934217
292,0.7107522818430129
293,0.699428913976826
294,0.7066050176021764
295,0.7228856639874552
296,0.7187928173904633
297,0.7208096261184637
298,0.699233428525394
299,0.726999716885051
300,0.7001700416087308
301,0.7048231884884422
302,0.727761666933501
303,0.6992616021996512
304,0.7098649216616159
305,0.7084680391710075
306,0.7179299123728888
307,0.7049218553659193
308,0.6850464569118295
309,0.7102063101340423
310,0.7261171544068156
311,0.7060776728000726
312,0.7157774199121097
313,0.7076078888528886
314,0.7079321742515494
315,0.6801443694051311
316,0.707964969865001
317,0.7068674324713294
318,0.7153294985279016
319,0.6964656516511185
320,0.7036687846597833
321,0.695743089763639
322,0.6994192268327859
323,0.7121553205385325
324,0.6938149345699381
325,0.7085348742259158
326,0.6922043968126995
327,0.7103963684840987
328,0.6901337611223873
329,0.6883128910858534
330,0.6863582859574356
331,0.7042168808577625
332,0.7024665712254915
333,0.7162834951803679
334,0.6858065902125402
335,0.6932238713610215
336,0.6835994991697109
337,0.6893966475607525
338,0.6944893853173973
339,0.690284162435074
340,0.6978960165282433
341,0.6944643097291199
342,0.6975994175110057
343,0.7039125678338416
344,0.6725393728440443
345,0.7011169993885232
346,0.6845284477496651
347,0.6812090022081246
348,0.6950084810253029
349,0.6956177200880105
350,0.6728342545463523
351,0.6836839038019488
352,0.6916905558713492
353,0.7014142553837753
354,0.6880246867494559
355,0.6967061415405769
356,0.6780367909233199
357,0.6953948605560604
358,0.668045234761917
359,0.676040047224254
360,0.6882066704347769
361,0.6899812198337383
362,0.7046178344682379
363,0.6829525645917776
364,0.6728598220831651
365,0.682541767335217
366,0.6812996254461863
367,0.6729817645102265
368,0.6840266583870832
369,0.6820775704650919
370,0.6800355965541187
371,0.6811203266781157
372,0.6928752018028442
373,0.6708963754704069
374,0.6730601672965882
375,0.6796866590843867
376,0.6784421002499581
377,0.6698089259501383
378,0.6918971273856875
379,0.6756894122721914
380,0.6807353236085357
381,0.6635758629462588
382,0.6586502960797735
383,0.6832139294605647
384,0.6839753771517083
385,0.6925437956199905
386,0.6694607583513288
387,0.6547650968046217
388,0.6714109065499345
389,0.6696617287052025
390,0.6948321863582423
391,0.6723272788202544
392,0.6759306952987529
393,0.651555856587323
394,0.6617262259526773
395,0.6682947802221644
396,0.6621490424840222
397,0.6919196571465236
398,0.6814251992696521
399,0.665336992824524
400,0.6634290840241971
401,0.6537921156504618
402,0.6701823297362225
403,0.6506117436038609
404,0.6726670533664457
405,0.6802955357640558
406,0.6706536068327187
407,0.6806868457435662
408,0.6457112256020245
409,0.6666609276681964
410,0.6660132404990567
411,0.6483543863567338
412,0.6488072347240813
413,0.6806165675112681
414,0.6677494163218095
415,0.6644992460266643
416,0.6719764982130629
417,0.6697334057521298
418,0.6496990996940075
419,0.6445721609439663
420,0.6735621189265851
421,0.6496412358214538
422,0.6518064394722961
423,0.6697657661892124
424,0.6750127043258871
425,0.6471807584026388
426,0.661319238011428
427,0.6559683101169361
428,0.659786078087214
429,0.663899834134392
430,0.6483650950004076
431,0.6458952164492241
432,0.671048090658719
433,0.6437522935757094
434,0.6473276755501509
435,0.6779865077769464
436,0.665337080163783
437,0.6633524070117212
438,0.6337154731495912
439,0.6521449003881671
440,0.6638749480839803
441,0.6411901157932174
442,0.6442599236182552
443,0.6406262198152257
444,0.6804960238988264
445,0.664939327541459
446,0.6510433330073163
447,0.6365940012542471
448,0.6574386627701034
449,0.6536754593491727
450,0.6488393447664697
451,0.6387125021121912
452,0.6338667265987148
453,0.6498752756868027
454,0.6566009340962156
455,0.6719521338139064
456,0.6552302154445053
457,0.6369139119685192
458,0.6636114746587508
459,0.6336629528141291
460,0.6378930138799664
461,0.6284294828490063
462,0.6510982925813259
463,0.6433101731861794
464,0.6763283890985793
465,0.6443896140043012
466,0.6387606881803786
467,0.6507354504932072
468,0.6248525252909037
469,0.6467489541529816
470,0.6501975800482623
471,0.6481328238670114
472,0.6362315563256348
473,0.6455456597250252
474,0.6467874173037853
475,0.6428345248106114
476,0.6524355619865877
477,0.6360623436821464
478,0.6205406724806072
479,0.6434000846562733
480,0.6444469043544359
481,0.6393996035870811
482,0.6546499865893829
483,0.6506442170987653
484,0.6362795838492591
485,0.628717552164267
486,0.6392916587784185
487,0.6189389007528198
488,0.6380140328930667
489,0.6467936259069486
490,0.6472752571400755
491,0.6564450210167547
492,0.6434816767999133
493,0.625113693160131
494,0.6210282090016664
495,0.6249530394027979
496,0.6597935350214528
497,0.636594791150955
498,0.617363620727758
499,0.641294367231163
500,0.6327171736152272
501,0.6531870224793312
502,0.6349567259428753
503,0.6402943399004968
504,0.6133515516161807
505,0.637962583130575
506,0.6351198638265511
507,0.6323458863982127
508,0.6239902417032163
509,0.6412031851089349
510,0.6381898219825135
511,0.6341706394762162
512,0.6263468465267923
513,0.6179146908136618
514,0.6475716858009736
515,0.6365177750819282
516,0.6123151419624631
517,0.6432500919694233
518,0.6380286171366173
519,0.621463967916511
520,0.6342904957486795
521,0.6314734090677772
522,0.6183175288512638
523,0.6370490481509412
524,0.6120353603091929
525,0.6364970951686919
526,0.6467077535627053
527,0.6229766745575552
528,0.6138184775799892
529,0.6358773093719893
530,0.634375224747101
531,0.6358567897923354
532,0.6209418196216592
533,0.6200599072385814
534,0.6085911981543585
535,0.6213462104431484
536,0.6382170562216556
537,0.6393932372318654
538,0.6442708333669969
539,0.618030057261562
540,0.619546355786447
541,0.5938185546115303
542,0.6301762259385312
543,0.6495753806597196
544,0.6257489487385598
545,0.6272354325733961
546,0.6188835248988289
547,0.6125174816296137
548,0.6192492056806415
549,0.6269196189870582
550,0.6322876460515569
551,0.614801891019611
552,0.6415031674521681
553,0.6166992806739391
554,0.6213200226951828
555,0.6163602057381247
556,0.6251800145209221
557,0.6074896572521855
558,0.6290058411548879
559,0.6098624345791052
560,0.624003357836827
561,0.6337499046656344
562,0.625674368104825
563,0.6124373764602755
564,0.6265825550446654
565,0.6276156549865006
566,0.6101284497873173
567,0.6076068794332843
568,0.6068217201518373
569,0.6451755686388407
570,0.6033575529322556
571,0.6168376780499104
572,0.6129498821616248
573,0.6288277998442705
574,0.6321215235540142
575,0.6207310556922839
576,0.610166559142815
577,0.6055457895335842
578,0.6031079242014266
579,0.6164180956631405
580,0.6342816011394344
581,0.6082979208424255
582,0.6216039335153202
583,0.6067783273042076
584,0.6254198958665534
585,0.6126567684676187
586,0.6260778277048361
587,0.6039671080872028
588,0.6017533352881822
589,0.6164473807738093
590,0.6055255016458131
591,0.6143474322724143
592,0.6171270876066854
593,0.6314869394879804
594,0.6055301119258484
595,0.615486651531079
596,0.6125375948798185
597,0.5891348971709839
598,0.6184288506420761
599,0.6271551099729556
600,0.592046521591149
601,0.6236880458443133
602,0.5994130488564802
603,0.6253539456098037
604,0.6120997005404613
605,0.6161167452540123
606,0.5997298338967751
607,0.5938831345149178
608,0.6187956829516965
609,0.5977404827651904
610,0.6178366891076671
611,0.6175072621930928
612,0.6074800462713971
613,0.6092154384292379
614,0.6170690684623651
615,0.6148903358836413
616,0.6125600163714268
617,0.5781967527730213
618,0.591165774895791
619,0.6081953516298942
620,0.6176005991748494
621,0.614885372672664
622,0.6277433803531313
623,0.6088671023033064
624,0.5969277209841316
625,0.6056272542469363
626,0.5980932837695208
627,0.6022279802802839
628,0.6023270947653201
629,0.5923411996965526
630,0.6150296147529598
631,0.6162266595415886
632,0.614719894396224
633,0.602414689679502
634,0.6030744271368302
635,0.5908296501435726
636,0.6056011734254946
637,0.5993778312242606
638,0.6008625348730992
639,0.6243746693057307
640,0.5905170298383711
641,0.6164571748045478
642,0.6124351070282463
643,0.592642895289782
644,0.5969220963326337
645,0.5889249160220645
646,0.607567781381324
647,0.6125053868969408
648,0.5969805538136912
649,0.6034163514085101
650,0.6018510003463654
651,0.5973059550509595
652,0.6110033203558269
653,0.6104108504443717
654,0.6114815075151806
655,0.592413798549696
656,0.5970111331803202
657,0.572919264594979
658,0.5964254134965807
659,0.6138120010224519
660,0.6069292375886518
661,0.5953840825324027
662,0.6152233964184093
663,0.5900699078431588
664,0.6116330331939089
665,0.6073512376727619
666,0.5905984762144557
667,0.5718228265925408
668,0.5997447839893565
669,0.5916564211906404
670,0.6130713700349778
671,0.5954196482756963
672,0.6092449247253784
673,0.6023073658022857
674,0.6096583720021256
675,0.5932881156528568
676,0.5954924916092909
677,0.5858879280940223
678,0.5836467075687212
679,0.5961415237880591
680,0.5796918711506495
681,0.6013446672016103
682,0.613282010691319
683,0.5994553181071024
684,0.6092566104435664
685,0.5937581083635276
686,0.5917843313184689
687,0.5838210327371296
688,0.5946134462799306
689,0.5817669288134099
690,0.5933630880470108
691,0.6082600288431774
692,0.58609843083053
693,0.5920938159269401
694,0.6034444238575731
695,0.6020033886510754
696,0.5845685003750968
697,0.5966640914313266
698,0.5804111452214581
699,0.5962608401125671
700,0.5847089210346081
701,0.5995357964546469
702,0.5873898677032974
703,0.6111517122277159
704,0.5780516171512093
705,0.5855345433397725
706,0.5963345343121152
707,0.5786994675608065
708,0.5960762524246349
709,0.5872174772291617
710,0.5984967880328576
711,0.5920104760944814
712,0.5943922064879745
713,0.5799052676243
714,0.5862188246510601
715,0.6010064394412906
716,0.5910635420227595
717,0.5738612904876226
718,0.5770157351955292
719,0.5993202333182357
720,0.5859973730400116
721,0.598126949214163
722,0.5947223984651461
723,0.5827381893280953
724,0.5727083798125644
725,0.5911469496756762
726,0.5946154992747462
727,0.5723093049803722
728,0.5829845234115146
729,0.5972810472348633
730,0.5883157313401945
731,0.5837599700116368
732,0.5674592573068336
733,0.580896081459022
734,0.5936108814043194
735,0.5818954392479496
736,0.597065279110099
737,0.5893205907726393
738,0.5865439814078849
739,0.5635382569261382
740,0.5647665665720616
741,0.5951972392265343
742,0.5790089678531649
743,0.5805158053738148
744,0.6166601536078872
745,0.5596782115809242
746,0.5869714874453853
747,0.5808863691436105
748,0.5637328590952059
749,0.5841236300508672
750,0.6014041602666225
751,0.5762589358619574
752,0.5599668406246088
753,0.5829665752654422
754,0.5835251392850943
755,0.5754981326454219
756,0.5997818879475173
757,0.5713298464676186
758,0.5778507492699134
759,0.5627354739571113
760,0.5836393547237281
761,0.5834068842627397
762,0.5822493025714154
763,0.5914898952504253
764,0.5709074008184679
765,0.5703182612235227
766,0.5723081439569034
767,0.5780007002695388
768,0.5842899748771515
769,0.5778592718359091
770,0.584811816298838
771,0.5766651592595233
772,0.5601578107983338
773,0.5853474821360132
774,0.5699476632885047
775,0.5825320084767889
776,0.5789893988376934
777,0.5743926466749639
778,0.571732484060138
779,0.5753114264065771
780,0.5697452918444641
781,0.5886823151129892
782,0.5746315601245794
783,0.5528774096776282
784,0.5766225608515048
785,0.5947484876297485
786,0.5704527685947599
787,0.571897743289182
788,0.5923493103296432
789,0.5727823728934933
790,0.551440833921807
791,0.564019140172003
792,0.5729983248834448
793,0.5754199410270922
794,0.5839462402990812
795,0.5866863700308897
796,0.5636561214354545
797,0.582113114853479
798,0.5572201174492779
799,0.571880622863478
800,0.5685806409147582
801,0.5759046560738702
802,0.5765984669733383
803,0.5808105146135997
804,0.5693652129200003
805,0.543938203583842
806,0.5870707103693743
807,0.5690134862397708
808,0.5861696622572983
809,0.551234779616328
810,0.5769005520711755
811,0.5761313343531259
812,0.5632446545247426
813,0.5691942683032291
814,0.5767711355831511
815,0.5619566171919458
816,0.5803010159082166
817,0.5518232651200348
818,0.5626523573378607
819,0.5772265490718868
820,0.5776058100336906
821,0.5687895490993756
822,0.5596785201999157
823,0.5829131017496159
824,0.5526247191493326
825,0.5854319522290344
826,0.5577158779169992
827,0.5659807076007274
828,0.5497974584056498
829,0.5629653738458824
830,0.5786000770603831
831,0.5666531299507082
832,0.5680256106845489
833,0.5851983800893511
834,0.5639190606661796
835,0.5752316931248673
836,0.5501037988301599
837,0.5491119770887939
838,0.5546232618700995
839,0.5737868178952715
840,0.5696778530864428
841,0.5594549091544149
842,0.5866500351570626
843,0.5786697364845294
844,0.5629030124335741
845,0.5579432454581524
846,0.5556556969661031
847,0.5554354693906662
848,0.5568387165282431
849,0.5495505390483361
850,0.5765960383773314
851,0.5625166388289926
852,0.5708857956184749
853,0.5811795640429539
854,0.5577841904300703
855,0.5593757415187512
856,0.5607865544468197
857,0.5737688012977772
858,0.5305689717903969
859,0.5731838032722402
860,0.555526437639738
861,0.5614375542146176
862,0.55931172191145
863,0.5731308094781306
864,0.5582065967196572
865,0.5654418079934448
866,0.5535851032972855
867,0.5553865554127588
868,0.5483104309323945
869,0.5829785408852304
870,0.5604994542578553
871,0.5679356806929112
872,0.5634496779998366
873,0.5345206151808275
874,0.5509643313843824
875,0.550018814331656
876,0.5724071359293983
877,0.5551645419585476
878,0.5710771664173201
879,0.5650413647409892
880,0.5564359716116286
881,0.5397453297385658
882,0.5774943758338658
883,0.5529832084367163
884,0.5472966634741788
885,0.5516868940238039
886,0.5658793324359394
887,0.5537113081553527
888,0.56493527503457
889,0.5511797946784928
890,0.5506930869755604
891,0.5597973742469597
892,0.5671394562387008
893,0.5443032937734501
894,0.5597792927358769
895,0.5595217880685883
896,0.5433523818712166
897,0.5438313845933453
898,0.5618253064840671
899,0.5460192834607225
900,0.5677282484830559
901,0.5654074365312861
902,0.5504603764564299
903,0.5411439319123357
904,0.5611230465318445
905,0.5517772207051501
906,0.5447831244493465
907,0.5468842016988776
908,0.5604124500337514
909,0.5441211832687085
910,0.5530427755450598
911,0.5651533831545263
912,0.5483120478663852
913,0.5565498365277503
914,0.561710184372539
915,0.530822831541257
916,0.5646989936423445
917,0.5488585171764687
918,0.5567955872588171
919,0.534857928408982
920,0.5472455288271444
921,0.54300593261287
922,0.5615547151495011
923,0.5743103641977002
924,0.5483274356878387
925,0.5329910565005999
926,0.5565940317635713
927,0.5564827234901534
928,0.5663818972903674
929,0.5309990747030788
930,0.5391887018046441
931,0.5546903950108818
932,0.5423301380458547
933,0.5557493020693308
934,0.5328028235418737
935,0.5566784945188618
936,0.5646374834820141
937,0.555418287067684
938,0.5543183477930828
939,0.5389033624474265
940,0.5408972355348298
941,0.5408494436068472
942,0.5507192244854006
943,0.5464691621461496
944,0.5428182466863302
945,0.53415392598238
946,0.5519763139577057
947,0.5720036517577003
948,0.5423485360351956
949,0.540087913537767
950,0.5390823604010254
951,0.5578102809861223
952,0.5507068820024942
953,0.531481397220519
954,0.5356398427797168
955,0.5339351510950451
956,0.5604284949742925
957,0.5384698723827658
958,0.5550734746075683
959,0.559179768252941
960,0.5436849648507522
961,0.5521096422131486
962,0.5287333638317447
963,0.5268855410970635
964,0.5202109635501632
965,0.5505568877194422
966,0.5682953673209376
967,0.5490426114611111
968,0.5498033724112126
969,0.5308834216091687
970,0.5424134209218661
971,0.5468861863632423
972,0.5469069096808749
973,0.5409053580951196
974,0.5192163658737501
975,0.536843217551647
976,0.5492591441500357
977,0.5496545000455665
978,0.5386962489831882
979,0.5379251743939787
980,0.5567528216749323
981,0.5531576417790378
982,0.5418667239647323
983,0.5312793034137135
984,0.5183900683340784
985,0.5307379014552397
986,0.5320988643871432
987,0.5518236267369625
988,0.5685364399399594
989,0.5385553598665465
990,0.5407971512206846
991,0.5275380373433729
992,0.5291742512405515
993,0.5413585729223614
994,0.5363546532310531
995,0.5421729105204764
996,0.534016577485916
997,0.5431034613876173
998,0.5505541175981481
999,0.5401339722104369
1000,0.533060414620383
1001,0.5203082216710313
1002,0.5372357314490425
1003,0.5333641571612805
1004,0.5419831007277115
1005,0.5477377382830138
1006,0.542919525523562
1007,0.5444021956528061
1008,0.5407190869001167
1009,0.522179365992977
1010,0.5269604924890214
1011,0.5318255006553696
1012,0.5506536696679841
1013,0.522198727853603
1014,0.5401571377739992
1015,0.5215526653451974
1016,0.5532393241568831
1017,0.5418201117719585
1018,0.5452243932384483
1019,0.5366229555459444
1020,0.5357899797879222
1021,0.5103116586493052
1022,0.5347617723181817
1023,0.5384931499231183
1024,0.5276629750149311
1025,0.5182683926370316
1026,0.532523062236737
1027,0.5385062160866461
1028,0.545468109951483
1029,0.5701005119114885
1030,0.536086900091738
1031,0.5305469315234603
1032,0.5164315633192429
1033,0.5099932328668195
1034,0.5093451889753973
1035,0.5217077435482051
1036,0.5481632920293572
1037,0.5543504113566574
1038,0.5305169353766614
1039,0.5496990265590718
1040,0.5441747229424977
1041,0.5166906869544848
1042,0.5202805753895606
1043,0.5224511463019224
1044,0.5282471663308433
1045,0.5266957650805077
1046,0.5178335178372555
1047,0.5390171917837693
1048,0.5312330011219618
1049,0.5521563338423379
1050,0.5403544513389974
1051,0.5232627959031889
1052,0.5314314592630599
1053,0.5061258538090156
1054,0.5226735403960401
1055,0.5262247666181284
1056,0.5338681772447651
1057,0.5340104044077817
1058,0.548356904894092
1059,0.5498218649129931
1060,0.5042353340859468
1061,0.5136607470292315
1062,0.5104082131957416
1063,0.5330637899862363
1064,0.5509577434865679
1065,0.5367281421258621
1066,0.5281363037434423
1067,0.5133440958724875
1068,0.5074149615621547
1069,0.5392022755052716
1070,0.5325083760968233
1071,0.5304897328913094
1072,0.5266488866647061
1073,0.5320514438568986
1074,0.5150537144479764
1075,0.5401097123144623
1076,0.5113589241544515
1077,0.5363704625644033
1078,0.5201251821082982
1079,0.5276085115753597
1080,0.5245538043179032
1081,0.5248236393104994
1082,0.532244380867711
1083,0.5063939673379783
1084,0.5317421628538831
1085,0.5181270398801285
1086,0.536686238560098
1087,0.5296425723452511
1088,0.5224023879903487
1089,0.532105937168918
1090,0.5170713049595462
1091,0.5181418586416663
1092,0.5309481361767022
1093,0.5248378953444142
1094,0.512488587893443
1095,0.5130957550939741
1096,0.5199868584990636
1097,0.5209964394479503
1098,0.5336169032370246
1099,0.5415782824420493
1100,0.5164528783524885
1101,0.5443229522335473
1102,0.510791088829606
1103,0.5088265927149267
1104,0.5205770858461876
1105,0.5112451947668296
1106,0.5182650227245639
1107,0.5214250496850037
1108,0.5272484558195166
1109,0.530109164386547
1110,0.5124643100376663
1111,0.5386818312383415
1112,0.5337306967948442
1113,0.5107170381612706
1114,0.5173271549782263
1115,0.5189043146340198
1116,0.5019467742904865
1117,0.5002606828091595
1118,0.5272993797738648
1119,0.537188129217099
1120,0.5220360485624761
1121,0.5433487270987608
1122,0.5386211901602648
1123,0.4976019897158241
1124,0.5015177576030109
1125,0.5124829635155417
1126,0.5032716861885688
1127,0.5254797146721907
1128,0.5205162490189222
1129,0.5169682372011405
1130,0.5325621180162654
1131,0.5475279040768041
1132,0.5135088250322624
1133,0.5141112767951509
1134,0.5040194243795378
1135,0.4926737726966276
1136,0.5226689632813507
1137,0.5125944526147453
1138,0.5104677952646859
1139,0.5307828302674688
1140,0.5327137854262626
1141,0.5226989657604453
1142,0.5271555212403514
1143,0.5017660690331653
1144,0.5123089258545009
1145,0.5014364900187481
1146,0.5075911510805288
1147,0.5151716287140823
1148,0.5052481298422621
1149,0.5332982017358463
1150,0.5321227949064327
1151,0.5283013006703183
1152,0.5246734358788386
1153,0.4900939372139626
1154,0.5230229658152242
1155,0.48580373706143914
1156,0.5152669875763776
1157,0.4986265407827076
1158,0.5229458546113459
1159,0.5238000349211414
1160,0.5405499218640328
1161,0.5313103717638857
1162,0.5008172219174262
1163,0.48853852485235205
1164,0.49890762252579113
1165,0.5100680846986273
1166,0.5246838889617568
1167,0.5181394245140531
1168,0.5148184404810573
1169,0.5136696296275076
1170,0.507238711595252
1171,0.521704405795649
1172,0.49782728376695706
1173,0.5121517270666144
1174,0.5133013887861224
1175,0.514846013491233
1176,0.496392376208787
1177,0.5139048680634024
1178,0.5127215770637948
1179,0.5249681182941194
1180,0.5206259717346717
1181,0.49655396180701256
1182,0.5097161334107495
1183,0.4946825946463346
1184,0.5061791956188798
1185,0.5143663824969342
1186,0.5209589925555036
1187,0.5026024000508567
1188,0.5105424704309593
1189,0.5198065704638624
1190,0.5043745850270098
1191,0.5054523512027546
1192,0.5145375548817295
1193,0.5061395759994268
1194,0.5061313747200094
1195,0.504127633039995
1196,0.5187982060888908
1197,0.5001133322512038
1198,0.5035035139609789
1199,0.509364488863518
1200,0.5079410521650467
1201,0.5173928577322355
1202,0.5210283490504386
1203,0.4971455831485227
1204,0.4977662400498933
1205,0.511921769731515
1206,0.5091941736769765
1207,0.501464640198607
1208,0.5066666772576633
1209,0.5343150871900404
1210,0.5084926547573063
1211,0.4803515377969683
1212,0.49742431553326905
1213,0.508633840997958
1214,0.5177552050457167
1215,0.5134052126586544
1216,0.5181342105189867
1217,0.4994506451172718
1218,0.5137358811941732
1219,0.49371319632667243
1220,0.4918450698878113
1221,0.5132510027744143
1222,0.5073150544607378
1223,0.5071350392288003
1224,0.50739451491053
1225,0.5141598139501448
1226,0.48589440783768245
1227,0.5126561886788592
1228,0.5031375205007949
1229,0.5192717589266134
1230,0.5045525667479044
1231,0.4929117554604036
1232,0.48461086791212055
1233,0.5115890104865657
1234,0.5074192995745685
1235,0.5201849929793518
1236,0.4950819795206185
1237,0.5030664210330378
1238,0.5045239186501349
1239,0.49646089337294647
1240,0.496787699105699
1241,0.5066743883258155
1242,0.4973530099276499
1243,0.5117633102219311
1244,0.511203996956089
1245,0.5005904638182895
1246,0.4892251451906038
1247,0.5122450068871832
1248,0.5052090947503186
1249,0.49556635241114455
1250,0.4927114785457834
1251,0.5047557078179179
1252,0.5079038486150864
1253,0.5070903480889362
1254,0.5074788899811218
1255,0.5053937417714771
1256,0.4913743249001024
1257,0.5006461940754564
1258,0.4889290867608365
